Game ID,Outcome,Team,GP,MP,GS,Goals,Shots,Shots.per.90,Shot.Accuracy,Shot.GK.Stop,Shot.Def.Stop,Shot.Miss,Shots.Blocked,Shot.Pressed,Pct.Shots.Pressed,A6.Shots,A18.Shots,A3L.Shots,A3C.Shots,A3R.Shots,Far.Shots,Assists,Key.Passes,Key.Assists,Second.Assists,Assists.per.90,Key.Passes.per.90,Big.Chances,Big.Chances.per.90,BC.Scored,BC.Conversion.Pct,BC.SOG,BC.Shot.Miss,BC.Dispossess,BC.Created,BC.Lost,Pass.Comp,Pass.Att,Pass.Att.per.90,Pass.Comp.Pct,opPass.Comp,opPass.Att,opPass.Att.per.90,opPass.Comp.Pct,opPPass.Comp,opPPass.Att,opPPass.Att.per.90,opPPass.Comp.Pct,Pct.opPass.Pressed,rFreq.Pass.Fwd,rFreq.Pass.Side,rFreq.Pass.Back,fwPass.Comp,fwPass.Att,fwPass.Att.per.90,fwPass.Comp.Pct,sPass.Comp,sPass.Att,sPass.Att.per.90,sPass.Comp.Pct,bPass.Comp,bPass.Att,bPass.Att.per.90,bPass.Comp.Pct,rFreq.A3.Passes,rFreq.M3.Passes,rFreq.D3.Passes,A3Pass.Comp,A3Pass.Att,A3Pass.Att.per.90,A3Pass.Comp.Pct,M3Pass.Comp,M3Pass.Att,M3Pass.Att.per.90,M3Pass.Comp.Pct,D3Pass.Comp,D3Pass.Att,D3Pass.Att.per.90,D3Pass.Comp.Pct,rFreq.A3.opPasses,rFreq.M3.opPasses,rFreq.D3.opPasses,A3opPass.Comp,A3opPass.Att,A3opPass.Att.per.90,A3opPass.Comp.Pct,M3opPass.Comp,M3opPass.Att,M3opPass.Att.per.90,M3opPass.Comp.Pct,D3opPass.Comp,D3opPass.Att,D3opPass.Att.per.90,D3opPass.Comp.Pct,Pass.Comp.D3toD3,Pass.Comp.D3toM3,Pass.Comp.D3toA3,Pass.Comp.M3toD3,Pass.Comp.M3toM3,Pass.Comp.M3toA3,Pass.Comp.A3toD3,Pass.Comp.A3toM3,Pass.Comp.A3toA3,rFreq.opPass.Fwd,rFreq.opPass.Side,rFreq.opPass.Back,fwopPass.Comp,fwopPass.Att,fwopPass.Att.per.90,fwopPass.Comp.Pct,sopPass.Comp,sopPass.Att,sopPass.Att.per.90,sopPass.Comp.Pct,bopPass.Comp,bopPass.Att,bopPass.Att.per.90,bopPass.Comp.Pct,Pct.Passes.Pressed,PPass.Comp,PPass.Att,PPass.Att.per.90,PPass.Comp.Pct,rFreq.PPass.Fwd,rFreq.PPass.Side,rFreq.PPass.Back,fwPPass.Comp,fwPPass.Att,fwPPass.Att.per.90,fwPPass.Comp.Pct,sPPass.Comp,sPPass.Att,sPPass.Att.per.90,sPPass.Comp.Pct,bPPass.Comp,bPPass.Att,bPPass.Att.per.90,bPPass.Comp.Pct,Cross.Comp,Cross.Att,Cross.Att.per.90,Cross.Att.per.opPass,Cross.Comp.Pct,Corner.Crosses,Deep.Crosses,Launch.Comp,Launch.Att,Launch.Att.per.90,Launch.Att.per.Pass,Launch.Comp.Pct,Through.Comp,Through.Att,Through.Att.per.90,Through.Att.per.Pass,Through.Att.per.opPass,Through.Comp.Pct,Throw.In.Comp,Throw.In.Att,Throw.In.Att.per.90,Throw.In.Att.per.Pass,Throw.In.Comp.Pct,Corner.Kicks.Completed,Corner.Kicks.Taken,CK.Comp.Pct,CK.Assist,CK.Key.Pass,FK.Pass.Comp,FK.Pass.Att,FK.Pass.Comp.Pct,FK.Assist,FK.Key.Pass,FK.Shot,FK.Scored,Free.Kicks.Taken,Take.Ons,Take.Ons.per.90,TO.Won,TO.Lost,TO.Win.Pct,Dispossessed,Lost.Touches,All.Possessions.Disrupted,Poss.Disrupted.per.90,Aerial.Duels,Aerial.Duels.per.90,AD.Won,AD.Lost,AD.Win.Pct,Tackles,Dispossesses,All.Opp.Poss.Disrupted,Opp.Poss.Disrupted.per.90,Dribbled,Dribbled.per.90,Press.Opp,Challenge.Opp,Recoveries,Recoveries.per.90,Def.Recoveries,Poss.Recoveries,Interceptions,Int.per.90,Int.per.OP.Pass,Blocks,Blocks.per.90,Clearances,Clearances.per.90,Ball.Shields,Offsides,Fouls.Won,Fouls.Conceded,Yellow.Cards,Red.Cards,Penalties.Won,Penalties.Conceded,E.to.Goals,OG,E.to.Big.Chances,BC.Stopped,Saves,Goals.Allowed,GK.SOG.Faced,GperSOG,BC.SOG.Faced,BC.Saves,BC.Goals.Allowed,GperBCSOG,High.Balls.Faced,HB.Won,HB.Lost,HB.Caught,HB.Punched,HB.Parried,HB.Collected,HB.Fouls.Won,Crosses.Faced,Crosses.Won,Crosses.Lost,Corner.Kicks.Faced,CKs.Won,CKs.Lost,Free.Kicks.Faced,FKs.Won,FKs.Lost,no,Smothers.Won,Smothers.Lost,GK.Overall.Pass.Comp,GK.Overall.Pass.Att,GK.Overall.Pass.Comp.Pct,GK.Throw.Comp,GK.Throw.Att,GK.Throw.Comp.Pct,GK.Drop.Kick.Comp,GK.Drop.Kick.Att,GK.Drop.Kick.Comp.Pct,GKFK.Comp,GKFK.Att,GKFK.Comp.Pct
US.FRA.080616,0,FRA,14,1048,11,0,10,NA,0.5,5,0,5,ND,5,0.5,1,4,1,1,0,0,0,0,0,0,NA,NA,1,NA,0,0,1,0,0,0,0,292,384,NA,0.760416667,266,347,NA,0.766570605,75,96,NA,0.78125,,,,,133,204,NA,0.651960784,65,78,NA,0.833333333,94,102,NA,0.921568627,,,,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,,,,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,,,,115,175,NA,0.657142857,62,70,NA,0.885714286,86,94,NA,0.914893617,,75,96,NA,0.78125,5.759157509,2.489010989,5.751831502,23,35,NA,0.657142857,18,23,NA,0.782608696,34,38,NA,0.894736842,5,14,NA,NA,0.357142857,12,2,21,48,NA,NA,0.4375,6,10,NA,NA,NA,0.6,15,17,NA,NA,0.882352941,4,8,0.5,0,0,5,8,0.625,0,0,0,0,8,4,NA,3,1,0.75,8,16,25,NA,46,NA,21,25,0.456521739,11,7,18,NA,4,NA,167,27,71,NA,42,29,18,NA,NA,30,NA,10,NA,0,4,9,18,2,0,0,0,0,0,0,0,1,1,2,0.5,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,2,1,18,34,0.529411765,1,1,1,1,3,0.333333333,3,9,0.333333333
US.COL.080916,1,USA,14,1058,11,2,14,NA,0.571428571,6,0,6,ND,7,0.5,0,3,0,2,0,0,0,2,0,0,NA,NA,3,NA,0,0,2,1,0,1,0,486,560,NA,0.867857143,447,511,NA,0.874755382,212,244,NA,0.868852459,,,,,206,253,NA,0.814229249,123,146,NA,0.842465753,157,161,NA,0.97515528,,,,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,,,,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,,,,193,236,NA,0.81779661,116,132,NA,0.878787879,138,142,NA,0.971830986,,212,244,NA,0.868852459,6.006959581,3.57722177,4.415818649,81,101,NA,0.801980198,49,59,NA,0.830508475,82,84,NA,0.976190476,6,13,NA,NA,0.461538462,11,2,10,23,NA,NA,0.434782609,9,14,NA,NA,NA,0.642857143,25,29,NA,NA,0.862068966,5,11,0.454545455,0,0,7,7,1,0,0,1,0,8,28,NA,20,8,0.714285714,20,22,50,NA,43,NA,19,24,0.441860465,14,4,18,NA,8,NA,165,53,96,NA,61,35,9,NA,NA,21,NA,3,NA,1,4,11,15,1,0,0,0,1,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,0,0,8,12,0.666666667,2,2,1,0,0,NA,0,1,0
US.COL.080916,1,COL,14,1058,11,2,3,NA,0.666666667,0,0,1,ND,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,0,NA,0,NA,0,0,0,0,0,220,284,NA,0.774647887,200,257,NA,0.778210117,117,142,NA,0.823943662,,,,,86,144,NA,0.597222222,62,64,NA,0.96875,72,76,NA,0.947368421,,,,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,,,,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,,,,72,113,NA,0.637168142,57,59,NA,0.966101695,68,72,NA,0.944444444,,117,142,NA,0.823943662,6.261327561,2.422871573,4.315800866,43,65,NA,0.661538462,27,29,NA,0.931034483,47,48,NA,0.979166667,0,0,NA,NA,NA,0,0,4,32,NA,NA,0.125,1,1,NA,NA,NA,1,10,11,NA,NA,0.909090909,0,0,NA,0,0,9,14,0.642857143,0,0,3,2,17,10,NA,8,2,0.8,19,16,37,NA,43,NA,18,25,0.418604651,22,3,25,NA,20,NA,292,52,64,NA,46,18,10,NA,NA,33,NA,15,NA,2,0,14,12,2,0,0,0,0,0,0,2,6,2,8,0.25,2,2,0,0,0,0,0,0,1,2,1,2,0,1,0,1,0,0,0,1,0,1,0,0,5,21,0.238095238,1,1,1,0,1,0,3,17,0.176470588
US.SWE.081216,1,USA,15,1367,11,1,22,NA,0.227272727,4,0,17,ND,14,0.636363636,2,11,0,0,0,0,0,2,0,0,NA,NA,0,NA,0,NA,0,0,0,0,0,497,608,NA,0.817434211,466,558,NA,0.835125448,180,224,NA,0.803571429,,,,,214,293,NA,0.730375427,182,214,NA,0.85046729,101,101,NA,1,,,,95,149,NA,0.637583893,355,404,NA,0.878712871,47,55,NA,0.854545455,,,,83,124,NA,0.669354839,340,385,NA,0.883116883,43,49,NA,0.87755102,0,0,0,0,294,1,0,1,5,,,,205,274,NA,0.748175182,166,189,NA,0.878306878,95,95,NA,1,,180,224,NA,0.803571429,7.434885811,3.753800448,2.811313741,63,95,NA,0.663157895,59,71,NA,0.830985915,58,58,NA,1,8,28,NA,NA,0.285714286,23,5,13,27,NA,NA,0.481481481,8,19,NA,NA,NA,0.421052632,18,26,NA,NA,0.692307692,5,11,0.454545455,0,0,8,12,0.666666667,0,0,1,0,13,56,NA,45,11,0.803571429,11,17,39,NA,49,NA,22,27,0.448979592,27,4,31,NA,12,NA,198,24,115,NA,72,43,16,NA,NA,37,NA,32,NA,3,4,13,4,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,2,1,1,1,1,0,0,0,0,0,0,5,6,0.833333333,0,0,NA,0,1,0,1,1,1
US.SWE.081216,1,SWE,15,1366,11,1,2,NA,0.5,0,0,1,ND,2,1,0,2,0,0,0,0,0,0,0,0,NA,NA,1,NA,1,1,0,0,0,1,0,229,345,NA,0.663768116,198,290,NA,0.682758621,131,173,NA,0.757225434,,,,,115,210,NA,0.547619048,57,72,NA,0.791666667,57,63,NA,0.904761905,,,,46,70,NA,0.657142857,123,171,NA,0.719298246,60,104,NA,0.576923077,,,,37,54,NA,0.685185185,108,147,NA,0.734693878,53,89,NA,0.595505618,1,9,0,1,94,0,0,0,0,,,,87,148,NA,0.587837838,47,56,NA,0.839285714,54,60,NA,0.9,,131,173,NA,0.757225434,8.391227321,2.547726154,3.061046525,57,89,NA,0.640449438,34,39,NA,0.871794872,40,45,NA,0.888888889,7,13,NA,NA,0.538461538,8,5,10,43,NA,NA,0.23255814,5,10,NA,NA,NA,0.5,24,39,NA,NA,0.615384615,1,3,0.333333333,0,0,2,6,0.333333333,0,0,0,0,6,24,NA,12,12,0.5,18,18,48,NA,49,NA,22,27,0.448979592,18,2,20,NA,42,NA,258,42,97,NA,59,38,11,NA,NA,38,NA,43,NA,2,5,4,16,2,0,0,0,0,0,0,4,4,1,5,0.2,0,0,0,0,2,2,0,1,7,3,1,4,0,4,2,2,2,2,0,1,0,1,0,0,16,40,0.4,4,5,0.8,0,2,0,10,29,0.344827586
US.NZL.080316,2,USA,14,1025,11,2,9,NA,0.444444444,2,0,5,ND,8,0.888888889,3,2,0,0,0,0,2,4,1,1,NA,NA,2,NA,0,0,2,0,0,0,0,425,499,NA,0.851703407,392,450,NA,0.871111111,169,185,NA,0.913513514,,,,,194,254,NA,0.763779528,103,113,NA,0.911504425,128,132,NA,0.96969697,,,,1,1,NA,1,0,0,NA,NA,0,0,NA,NA,,,,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,1,,,,168,214,NA,0.785046729,98,105,NA,0.933333333,123,127,NA,0.968503937,,169,185,NA,0.913513514,6.069908244,2.667218144,5.262873612,63,75,NA,0.84,34,36,NA,0.944444444,72,74,NA,0.972972973,10,18,NA,NA,0.555555556,8,10,13,30,NA,NA,0.433333333,9,13,NA,NA,NA,0.692307692,16,23,NA,NA,0.695652174,3,4,0.75,0,1,9,15,0.6,0,1,1,0,16,31,NA,23,8,0.741935484,11,6,25,NA,55,NA,39,16,0.709090909,17,3,20,NA,4,NA,91,18,71,NA,49,22,8,NA,NA,28,NA,33,NA,5,4,17,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,2,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,23,26,0.884615385,4,4,1,1,2,0.5,6,8,0.75
US.NZL.080316,0,NZL,14,1024,11,0,2,NA,0,0,0,2,ND,1,0.5,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,NA,0,0,0,0,0,179,285,NA,0.628070175,158,235,NA,0.672340426,71,95,NA,0.747368421,,,,,83,170,NA,0.488235294,49,64,NA,0.765625,47,51,NA,0.921568627,,,,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,,,,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,,,,68,126,NA,0.53968254,45,54,NA,0.833333333,43,47,NA,0.914893617,,71,95,NA,0.747368421,6.475974026,1.76991342,5.754112554,29,49,NA,0.591836735,16,18,NA,0.888888889,26,28,NA,0.928571429,3,11,NA,NA,0.272727273,4,7,7,45,NA,NA,0.155555556,3,4,NA,NA,NA,0.75,16,28,NA,NA,0.571428571,0,4,0,0,0,3,12,0.25,0,0,0,0,12,13,NA,7,6,0.538461538,14,6,26,NA,54,NA,15,39,0.277777778,18,1,19,NA,17,NA,198,23,67,NA,42,25,11,NA,NA,20,NA,24,NA,1,3,9,18,4,0,0,0,0,0,0,5,2,2,4,0.5,2,2,0,0,2,2,0,1,2,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,9,29,0.310344828,2,2,1,0,4,0,2,14,0.142857143
US.SUI.101916,2,USA,17,1036,11,4,17,NA,0.588235294,6,0,7,ND,11,0.647058824,0,0,0,0,0,0,3,4,1,1,NA,NA,3,NA,2,0.666666667,1,0,0,0,0,542,620,NA,0.874193548,517,584,NA,0.885273973,306,347,NA,0.88184438,,,,,204,248,NA,0.822580645,226,257,NA,0.879377432,112,115,NA,0.973913043,,,,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,,,,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,,,,190,231,NA,0.822510823,215,238,NA,0.903361345,109,112,NA,0.973214286,,306,347,NA,0.88184438,5.196305682,6.019419451,3.784274867,105,128,NA,0.8203125,121,137,NA,0.883211679,80,82,NA,0.975609756,11,21,NA,NA,0.523809524,18,3,9,19,NA,NA,0.473684211,12,29,NA,NA,NA,0.413793103,13,16,NA,NA,0.8125,1,8,0.125,0,0,7,8,0.875,0,0,0,0,8,68,NA,41,27,0.602941176,15,5,47,NA,27,NA,9,18,0.333333333,23,5,28,NA,12,NA,171,31,92,NA,51,41,22,NA,NA,21,NA,6,NA,2,4,16,7,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,2,0,1,2,0,1,2,0,2,2,0,0,0,0,1,1,0,1,0,16,16,1,4,4,1,0,0,NA,3,3,1
US.SUI.101916,0,SUI,13,1035,11,0,4,NA,0.5,2,0,2,ND,1,0.25,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,NA,0,0,0,0,0,198,277,NA,0.714801444,175,243,NA,0.720164609,125,171,NA,0.730994152,,,,,93,149,NA,0.624161074,58,76,NA,0.763157895,47,52,NA,0.903846154,,,,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,,,,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,,,,74,118,NA,0.627118644,51,65,NA,0.784615385,44,49,NA,0.897959184,,125,171,NA,0.730994152,6.164252149,3.982509881,2.85323797,53,85,NA,0.623529412,36,46,NA,0.782608696,36,40,NA,0.9,2,4,NA,NA,0.5,4,0,15,35,NA,NA,0.428571429,0,5,NA,NA,NA,0,12,14,NA,NA,0.857142857,0,1,0,0,0,4,8,0.5,0,0,0,0,8,27,NA,15,12,0.555555556,20,6,38,NA,27,NA,16,11,0.592592593,38,1,39,NA,32,NA,363,92,66,NA,47,19,14,NA,NA,26,NA,28,NA,3,2,6,19,5,0,0,0,0,0,0,0,6,4,10,0.4,3,1,2,0.666666667,1,1,0,1,6,0,2,8,0,4,1,3,0,0,0,1,1,0,0,0,24,41,0.585365854,5,5,1,2,6,0.333333333,7,13,0.538461538
US.RSA.070916,2,USA,16,1110,12,1,15,NA,0.4,4,1,9,ND,9,0.6,2,5,0,2,0,0,1,4,1,1,NA,NA,4,NA,1,0.25,0,3,0,0,0,512,592,NA,0.864864865,479,558,NA,0.858422939,204,243,NA,0.839506173,,,,,243,297,NA,0.818181818,133,151,NA,0.880794702,136,144,NA,0.944444444,,,,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,,,,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,,,,227,281,NA,0.807829181,125,142,NA,0.88028169,123,131,NA,0.938931298,,204,243,NA,0.839506173,6.248406604,3.405860828,4.345732568,83,110,NA,0.754545455,46,52,NA,0.884615385,75,81,NA,0.925925926,16,33,NA,NA,0.484848485,20,13,12,20,NA,NA,0.6,11,18,NA,NA,NA,0.611111111,17,17,NA,NA,1,9,10,0.9,0,0,5,5,1,0,0,1,0,6,35,NA,25,10,0.714285714,24,11,45,NA,34,NA,27,7,0.794117647,18,1,19,NA,13,NA,116,13,99,NA,59,40,17,NA,NA,18,NA,22,NA,2,3,10,12,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,0.9375,2,2,1,0,0,NA,5,5,1
US.RSA.070916,0,RSA,17,1039,11,0,3,NA,0.666666667,2,0,1,ND,1,0.333333333,0,0,0,1,0,0,0,0,0,0,NA,NA,0,NA,0,NA,0,0,0,0,0,206,300,NA,0.686666667,186,270,NA,0.688888889,83,116,NA,0.715517241,,,,,91,159,NA,0.572327044,64,80,NA,0.8,51,61,NA,0.836065574,,,,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,,,,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,,,,75,131,NA,0.572519084,62,75,NA,0.826666667,46,56,NA,0.821428571,,83,116,NA,0.715517241,6.978427128,3.637049062,5.38452381,34,55,NA,0.618181818,24,30,NA,0.8,25,31,NA,0.806451613,2,13,NA,NA,0.153846154,11,2,14,51,NA,NA,0.274509804,5,8,NA,NA,NA,0.625,11,14,NA,NA,0.785714286,0,2,0,0,0,6,8,0.75,0,0,0,0,8,18,NA,13,5,0.722222222,17,6,28,NA,34,NA,7,27,0.205882353,30,2,32,NA,23,NA,250,16,63,NA,46,17,20,NA,NA,27,NA,36,NA,4,2,10,11,2,0,0,0,0,0,1,1,4,1,6,0.166666667,1,0,1,1,6,5,1,0.833333333,3,1,0,0,0,6,5,1,2,1,1,0,0,0,0,1,13,25,0.52,2,4,0.5,1,2,0.5,4,9,0.444444444
US.JPN.060516,2,USA,13,849,11,2,8,NA,0.75,4,0,2,ND,3,0.375,1,4,0,2,0,0,2,5,1,2,NA,NA,4,NA,2,0.5,1,0,0,0,1,281,360,NA,0.780555556,259,320,NA,0.809375,96,112,NA,0.857142857,,,,,130,190,NA,0.684210526,54,66,NA,0.818181818,97,104,NA,0.932692308,,,,55,79,NA,0.696202532,142,179,NA,0.793296089,84,102,NA,0.823529412,,,,48,68,NA,0.705882353,133,156,NA,0.852564103,78,96,NA,0.8125,0,6,0,2,100,2,0,0,5,,,,113,156,NA,0.724358974,49,59,NA,0.830508475,94,101,NA,0.930693069,,96,112,NA,0.857142857,5.479960317,2.007720058,4.512319625,38,47,NA,0.808510638,15,19,NA,0.789473684,43,46,NA,0.934782609,5,9,NA,NA,0.555555556,8,1,15,34,NA,NA,0.441176471,9,16,NA,NA,NA,0.5625,18,25,NA,NA,0.72,1,3,0.333333333,0,0,2,11,0.181818182,0,0,0,0,11,20,NA,14,6,0.7,12,14,32,NA,19,NA,11,8,0.578947368,8,1,9,NA,6,NA,108,31,67,NA,44,23,21,NA,NA,26,NA,14,NA,1,4,9,5,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,2,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,18,27,0.666666667,1,1,1,0,0,NA,3,5,0.6
US.JPN.060516,0,JPN,16,852,11,0,3,NA,0.666666667,2,0,1,ND,1,0.333333333,0,0,0,2,0,0,0,0,0,0,NA,NA,0,NA,0,NA,0,0,0,0,0,340,419,NA,0.811455847,320,391,NA,0.818414322,89,109,NA,0.816513761,,,,,152,215,NA,0.706976744,71,78,NA,0.91025641,117,126,NA,0.928571429,,,,29,41,NA,0.707317073,215,263,NA,0.817490494,96,115,NA,0.834782609,,,,26,38,NA,0.684210526,206,250,NA,0.824,88,103,NA,0.854368932,10,9,0,1,181,0,0,0,1,,,,135,187,NA,0.721925134,68,74,NA,0.918918919,114,123,NA,0.926829268,,89,109,NA,0.816513761,7.6246448,2.57466145,5.800693751,38,49,NA,0.775510204,21,21,NA,1,30,39,NA,0.769230769,2,6,NA,NA,0.333333333,4,2,21,43,NA,NA,0.488372093,4,12,NA,NA,NA,0.333333333,14,17,NA,NA,0.823529412,1,1,1,0,0,1,6,0.166666667,0,0,1,0,7,11,NA,9,2,0.818181818,7,18,27,NA,19,NA,8,11,0.421052632,12,5,17,NA,12,NA,129,25,59,NA,46,13,21,NA,NA,28,NA,17,NA,2,1,5,11,0,0,0,0,0,0,0,3,4,2,6,0.333333333,3,1,2,0.666666667,4,4,0,1,3,0,0,0,0,4,4,0,0,0,0,3,3,0,2,0,22,30,0.733333333,4,4,1,0,0,NA,4,11,0.363636364
US.JPN.060216,1,USA,15,1071,11,3,12,NA,0.5,3,0,6,ND,6,0.5,1,8,0,1,0,0,1,4,1,1,NA,NA,4,NA,1,0.25,2,0,0,0,1,389,484,NA,0.803719008,351,438,NA,0.801369863,202,237,NA,0.852320675,,,,,169,239,NA,0.707112971,125,145,NA,0.862068966,95,100,NA,0.95,,,,83,113,NA,0.734513274,206,261,NA,0.789272031,100,110,NA,0.909090909,,,,67,95,NA,0.705263158,190,239,NA,0.794979079,94,104,NA,0.903846154,1,6,0,3,161,2,0,0,4,,,,145,207,NA,0.700483092,112,130,NA,0.861538462,91,96,NA,0.947916667,,202,237,NA,0.852320675,5.929438409,4.75868477,4.311876821,70,96,NA,0.729166667,63,70,NA,0.9,69,71,NA,0.971830986,11,22,NA,NA,0.5,17,5,6,25,NA,NA,0.24,11,25,NA,NA,NA,0.44,20,25,NA,NA,0.8,5,7,0.714285714,0,0,10,11,0.909090909,0,0,0,0,11,27,NA,18,9,0.666666667,19,8,36,NA,47,NA,28,19,0.595744681,9,9,18,NA,3,NA,239,45,89,NA,56,33,23,NA,NA,18,NA,16,NA,1,5,14,5,0,0,0,0,0,0,0,0,1,2,3,0.666666667,1,0,1,1,1,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,29,0.931034483,2,2,1,1,1,1,4,6,0.666666667
US.JPN.060216,1,JPN,15,1071,11,3,7,NA,0.571428571,1,0,3,ND,4,0.571428571,0,2,0,2,0,0,3,2,2,0,NA,NA,1,NA,1,1,0,0,0,0,0,357,451,NA,0.791574279,336,418,NA,0.803827751,190,228,NA,0.833333333,,,,,147,226,NA,0.650442478,119,131,NA,0.908396947,91,94,NA,0.968085106,,,,43,60,NA,0.716666667,213,262,NA,0.812977099,101,129,NA,0.782945736,,,,40,53,NA,0.754716981,205,252,NA,0.813492063,91,113,NA,0.805309735,2,2,0,0,168,1,0,0,1,,,,133,193,NA,0.689119171,114,124,NA,0.919354839,87,90,NA,0.966666667,,190,228,NA,0.833333333,7.187290336,3.461809431,4.350900233,70,99,NA,0.707070707,55,63,NA,0.873015873,65,66,NA,0.984848485,1,4,NA,NA,0.25,2,2,8,24,NA,NA,0.333333333,4,13,NA,NA,NA,0.307692308,13,17,NA,NA,0.764705882,0,1,0,0,0,3,9,0.333333333,0,0,0,0,9,6,NA,3,3,0.5,15,14,32,NA,48,NA,13,35,0.270833333,17,10,27,NA,18,NA,242,55,80,NA,52,28,17,NA,NA,25,NA,23,NA,2,2,5,12,3,1,0,0,0,0,2,0,3,2,5,0.4,3,2,1,0.333333333,1,1,0,1,7,1,1,7,0,3,0,3,0,0,0,0,0,0,0,0,14,33,0.424242424,4,5,0.8,1,1,1,3,17,0.176470588
